Country,Disaster Type,Total Deaths,Disaster_Occurred
Philippines,Fire (Miscellaneous),15.0,1
India,Collapse (Industrial),18.0,1
Mexico,Road,15.0,1
Tunisia,Water,55.0,1
China,Explosion (Industrial),11.0,1
Dominican Republic,Explosion (Miscellaneous),32.0,1
Peru,Road,13.0,1
Pakistan,Road,18.0,1
Malaysia,Air,10.0,1
Myanmar,Water,47.0,1
Russian Federation,Explosion (Industrial),13.0,1
France,Fire (Miscellaneous),11.0,1
Tunisia,Water,12.0,1
Morocco,Earthquake,2946.0,1
Indonesia,Flood,,1
Argentina,Storm,,1
Brazil,Storm,46.0,1
India,Storm,12.0,1
Japan,Storm,3.0,1
Libya,Storm,13200.0,1
Nigeria,Water,74.0,1
Nigeria,Water,13.0,1
China,Gas leak,10.0,1
China,Flood,,1
"China, Hong Kong Special Administrative Region",Flood,,1
South Africa,Flood,11.0,1
Uzbekistan,Explosion (Industrial),1.0,1
Greece,Storm,,1
India,Glacial lake outburst flood,178.0,1
China,Storm,,1
"China, Hong Kong Special Administrative Region",Storm,,1
Philippines,Storm,,1
Taiwan (Province Of China),Storm,1.0,1
Italy,Road,21.0,1
Nigeria,Explosion (Industrial),18.0,1
Nigeria,Water,40.0,1
Mexico,Road,18.0,1
Mexico,Road,10.0,1
Myanmar,Flood,5.0,1
Cameroon,Mass movement (wet),27.0,1
Viet Nam,Flood,2.0,1
Afghanistan,Earthquake,1480.0,1
Spain,Fire (Miscellaneous),28.0,1
Brazil,Air,14.0,1
South Africa,Road,20.0,1
Peru,Road,25.0,1
Benin,Fire (Miscellaneous),34.0,1
China,Fire (Industrial),16.0,1
Mexico,Flood,11.0,1
Iraq,Fire (Miscellaneous),100.0,1
United States Of America,Flood,,1
Viet Nam,Fire (Miscellaneous),56.0,1
Nepal,Earthquake,1.0,1
Sri Lanka,Flood,,1
United States Of America,Storm,2.0,1
Iran (Islamic Republic Of),Storm,3.0,1
Afghanistan,Earthquake,1.0,1
Argentina,Wildfire,,1
Brazil,Flood,,1
Democratic Republic Of The Congo,Mass movement (wet),17.0,1
Nigeria,Flood,,1
Mexico,Storm,84.0,1
Solomon Islands,Storm,,1
Vanuatu,Storm,,1
Somalia,Flood,4.0,1
Yemen,Storm,7.0,1
Bangladesh,Storm,3.0,1
Ghana,Flood,,1
Nigeria,Flood,275.0,1
Honduras,Storm,1.0,1
El Salvador,Storm,3.0,1
Zimbabwe,Epidemic,719.0,1
Costa Rica,Epidemic,,1
Kenya,Flood,178.0,1
Nepal,Earthquake,154.0,1
Belgium,Storm,2.0,1
Germany,Storm,1.0,1
Spain,Storm,1.0,1
France,Storm,2.0,1
United Kingdom Of Great Britain And Northern Ireland,Storm,,1
Italy,Storm,8.0,1
Netherlands (Kingdom Of The),Storm,1.0,1
Spain,Storm,,1
France,Storm,,1
Spain,Wildfire,,1
Ethiopia,Flood,60.0,1
Malaysia,Flood,,1
Chile,Fire (Miscellaneous),14.0,1
Iran (Islamic Republic Of),Fire (Miscellaneous),32.0,1
Honduras,Storm,4.0,1
Sri Lanka,Storm,8.0,1
Belgium,Flood,,1
France,Flood,,1
Philippines,Earthquake,,1
Somalia,Flood,118.0,1
Mongolia,Storm,8.0,1
Brazil,Storm,1.0,1
Iceland,Earthquake,,1
Paraguay,Flood,6.0,1
Viet Nam,Storm,5.0,1
China,Fire (Miscellaneous),26.0,1
Yemen,Water,64.0,1
India,Road,37.0,1
Bolivia (Plurinational State Of),Wildfire,12.0,1
Bulgaria,Storm,2.0,1
France,Storm,,1
Türkiye,Storm,20.0,1
Philippines,Earthquake,11.0,1
Dominican Republic,Flood,34.0,1
Haiti,Flood,2.0,1
Guatemala,Mass movement (wet),86.0,1
Democratic Republic Of The Congo,Flood,4.0,1
Uruguay,Flood,,1
Congo,Miscellaneous accident (General),31.0,1
Peru,Road,23.0,1
Mexico,Road,12.0,1
Suriname,Collapse (Industrial),10.0,1
Brazil,Flood,4.0,1
Zambia,Collapse (Industrial),31.0,1
Bolivia (Plurinational State Of),Flood,14.0,1
Sri Lanka,Storm,1.0,1
United States Of America,Flood,3.0,1
Seychelles,Explosion (Industrial),,1
Philippines,Earthquake,3.0,1
India,Storm,20.0,1
Venezuela (Bolivarian Republic Of),Road,16.0,1
Philippines,Road,17.0,1
Honduras,Road,13.0,1
United Republic Of Tanzania,Mass movement (wet),89.0,1
Thailand,Road,14.0,1
Philippines,Flood,2.0,1
Indonesia,Flood,,1
Bulgaria,Storm,2.0,1
Germany,Storm,2.0,1
Republic Of Moldova,Storm,4.0,1
Romania,Storm,,1
Russian Federation,Storm,2.0,1
Türkiye,Storm,2.0,1
Ukraine,Storm,12.0,1
Pakistan,Fire (Miscellaneous),11.0,1
South Africa,Industrial accident (General),11.0,1
United Republic Of Tanzania,Flood,38.0,1
Burundi,Flood,7.0,1
Colombia,Flood,,1
Fiji,Storm,,1
India,Storm,24.0,1
Peru,Flood,,1
Australia,Flood,,1
Indonesia,Volcanic activity,23.0,1
Jordan,Extreme temperature,,1
Central African Republic,Storm,,1
United States Of America,Storm,6.0,1
Democratic Republic Of The Congo,Mass movement (wet),14.0,1
Australia,Storm,,1
Chile,Wildfire,,1
Argentina,Storm,13.0,1
Uruguay,Storm,2.0,1
Guinea,Explosion (Industrial),18.0,1
China,Earthquake,151.0,1
China,Rail,,1
Libya,Water,60.0,1
Philippines,Storm,1.0,1
United States Of America,Storm,7.0,1
Angola,Flood,30.0,1
India,Flood,10.0,1
South Africa,Storm,1.0,1
China,Industrial accident (General),12.0,1
Indonesia,Volcanic activity,,1
Nicaragua,Road,19.0,1
Indonesia,Explosion (Industrial),13.0,1
Malaysia,Flood,2.0,1
Thailand,Flood,6.0,1
South Africa,Flood,34.0,1
Australia,Storm,10.0,1
Democratic Republic Of The Congo,Flood,40.0,1
Democratic Republic Of The Congo,Mass movement (wet),22.0,1
Liberia,Road,40.0,1
France,Flood,1.0,1
Zambia,Epidemic,740.0,1
Congo,Flood,23.0,1
Lesotho,Storm,2.0,1
Somalia,Epidemic,60.0,1
Maldives,Epidemic,,1
Cabo Verde,Epidemic,2.0,1
Malaysia,Epidemic,100.0,1
Burkina Faso,Epidemic,10.0,1
Mali,Epidemic,35.0,1
Syrian Arab Republic,Wildfire,,1
Honduras,Drought,,1
Spain,Drought,,1
Italy,Drought,,1
Lesotho,Drought,,1
Indonesia,Drought,,1
Uruguay,Drought,,1
Brazil,Drought,,1
Bolivia (Plurinational State Of),Drought,10.0,1
United States Of America,Drought,247.0,1
China,Drought,,1
Micronesia (Federated States Of),Drought,,1
Mozambique,Drought,,1
Botswana,Drought,,1
Syrian Arab Republic,Drought,,1
Japan,Earthquake,551.0,1
Madagascar,Storm,10.0,1
United States Of America,Storm,5.0,1
United States Of America,Storm,61.0,1
Sri Lanka,Flood,2.0,1
Mauritius,Storm,2.0,1
Réunion,Storm,4.0,1
Colombia,Mass movement (wet),34.0,1
Brazil,Flood,13.0,1
South Africa,Flood,13.0,1
Bolivia (Plurinational State Of),Flood,2.0,1
United Republic Of Tanzania,Mass movement (wet),22.0,1
Syrian Arab Republic,Flood,,1
Philippines,Flood,21.0,1
Bangladesh,Fire (Miscellaneous),,1
China,Fire (Miscellaneous),13.0,1
China,Mass movement (wet),44.0,1
India,Water,15.0,1
China,Earthquake,6.0,1
Kazakhstan,Earthquake,,1
Brazil,Storm,4.0,1
Philippines,Mass movement (wet),22.0,1
South Africa,Wildfire,,1
Brazil,Flood,6.0,1
Peru,Storm,,1
Chile,Wildfire,135.0,1
Philippines,Mass movement (wet),128.0,1
Japan,Storm,,1
United States Of America,Storm,9.0,1
Ecuador,Flood,6.0,1
India,Explosion (Industrial),11.0,1
Guatemala,Road,11.0,1
Kenya,Explosion (Miscellaneous),6.0,1
Lebanon,Extreme temperature,,1
Marshall Islands,Storm,,1
South Africa,Storm,46.0,1
United Arab Emirates,Flood,,1
Oman,Flood,7.0,1
Cyprus,Flood,,1
Greece,Flood,,1
Türkiye,Flood,10.0,1
United States Of America,Storm,1.0,1
China,Fire (Miscellaneous),15.0,1
Spain,Fire (Miscellaneous),10.0,1
Mexico,Road,10.0,1
Mexico,Road,19.0,1
United Republic Of Tanzania,Road,25.0,1
Mali,Road,15.0,1
Afghanistan,Mass movement (wet),25.0,1
Tunisia,Water,30.0,1
Brazil,Flood,9.0,1
Indonesia,Flood,2.0,1
Peru,Flood,,1
Brazil,Storm,,1
Bolivia (Plurinational State Of),Flood,,1
Thailand,Storm,,1
Brazil,Flood,,1
Afghanistan,Flood,39.0,1
Iran (Islamic Republic Of),Flood,,1
Pakistan,Flood,40.0,1
Argentina,Flood,,1
Malawi,Flood,6.0,1
Burundi,Storm,,1
United States Of America,Wildfire,2.0,1
Switzerland,Storm,6.0,1
Spain,Storm,1.0,1
France,Storm,8.0,1
Italy,Storm,1.0,1
Canary Islands,Storm,2.0,1
Indonesia,Mass movement (wet),59.0,1
Bangladesh,Fire (Miscellaneous),45.0,1
Senegal,Water,26.0,1
Honduras,Road,17.0,1
Mali,Road,31.0,1
Uruguay,Flood,,1
Iraq,Flood,3.0,1
Papua New Guinea,Mass movement (wet),23.0,1
Democratic Republic Of The Congo,Storm,2.0,1
Argentina,Storm,1.0,1
Afghanistan,Extreme temperature,1197.0,1
Algeria,Flood,,1
Bolivia (Plurinational State Of),Flood,,1
India,Storm,4.0,1
Kenya,Flood,353.0,1
Brazil,Flood,34.0,1
Papua New Guinea,Earthquake,5.0,1
Indonesia,Earthquake,,1
Cuba,Storm,,1
China,Wildfire,4.0,1
Chile,Wildfire,,1
Peru,Flood,,1
Mozambique,Storm,2.0,1
Madagascar,Storm,22.0,1
United States Of America,Storm,3.0,1
Afghanistan,Flood,7.0,1
France,Flood,1.0,1
South Africa,Fire (Miscellaneous),2.0,1
Russian Federation,Collapse (Industrial),13.0,1
Türkiye,Fire (Miscellaneous),29.0,1
South Africa,Road,45.0,1
Taiwan (Province Of China),Earthquake,20.0,1
Pakistan,Storm,99.0,1
Brazil,Flood,,1
United States Of America,Storm,5.0,1
Nigeria,Storm,1.0,1
Bolivia (Plurinational State Of),Road,14.0,1
Kazakhstan,Flood,2.0,1
Russian Federation,Flood,3.0,1
Australia,Flood,,1
Mozambique,Water,120.0,1
United Republic Of Tanzania,Flood,155.0,1
Indonesia,Flood,2.0,1
United States Of America,Flood,1.0,1
South Africa,Storm,1.0,1
Kenya,Flood,13.0,1
Comoros,Epidemic,149.0,1
Pakistan,Road,17.0,1
Djibouti,Water,44.0,1
Indonesia,Mass movement (wet),20.0,1
United Arab Emirates,Flood,4.0,1
Oman,Flood,20.0,1
Democratic Republic Of The Congo,Mass movement (wet),75.0,1
Indonesia,Volcanic activity,,1
Guatemala,Wildfire,,1
Uganda,Flood,77.0,1
Burundi,Flood,29.0,1
Iran (Islamic Republic Of),Flood,10.0,1
China,Flood,24.0,1
Central African Republic,Water,58.0,1
Somalia,Flood,9.0,1
Thailand,Storm,2.0,1
Bosnia And Herzegovina,Epidemic,,1
Djibouti,Water,44.0,1
Malaysia,Air,10.0,1
Bangladesh,Extreme temperature,10.0,1
India,Extreme temperature,733.0,1
Pakistan,Extreme temperature,,1
Kenya,Flood,10.0,1
Indonesia,Flood,4.0,1
Kyrgyzstan,Flood,,1
Brazil,Fire (Miscellaneous),10.0,1
Senegal,Road,14.0,1
Guinea,Road,16.0,1
Chad,Flood,1.0,1
Indonesia,Earthquake,1.0,1
Pakistan,Storm,7.0,1
Indonesia,Mass movement (wet),12.0,1
China,Storm,5.0,1
United States Of America,Storm,4.0,1
Peru,Road,25.0,1
Democratic Republic Of The Congo,Flood,300.0,1
Argentina,Flood,,1
Brazil,Flood,209.0,1
China,Mass movement (wet),48.0,1
Rwanda,Flood,14.0,1
Viet Nam,Storm,1.0,1
Cambodia,Extreme temperature,,1
Lao People'S Democratic Republic,Extreme temperature,,1
Myanmar,Extreme temperature,50.0,1
Philippines,Extreme temperature,,1
Thailand,Extreme temperature,61.0,1
Viet Nam,Extreme temperature,,1
Pakistan,Road,20.0,1
Indonesia,Mass movement (wet),12.0,1
Haiti,Mass movement (wet),13.0,1
India,Storm,1.0,1
Yemen,Flood,,1
Kyrgyzstan,Flood,,1
Tajikistan,Flood,3.0,1
Afghanistan,Flood,357.0,1
South Africa,Collapse (Industrial),33.0,1
Senegal,Water,26.0,1
Canada,Wildfire,,1
Indonesia,Flood,87.0,1
India,Storm,16.0,1
Thailand,Storm,,1
Viet Nam,Storm,3.0,1
Uruguay,Flood,,1
United States Of America,Storm,3.0,1
Honduras,Fire (Miscellaneous),,1
Sri Lanka,Flood,40.0,1
Germany,Flood,12.0,1
Pakistan,Gas leak,11.0,1
Pakistan,Collapse (Industrial),12.0,1
South Africa,Flood,21.0,1
Papua New Guinea,Mass movement (wet),670.0,1
Democratic Republic Of The Congo,Road,13.0,1
United States Of America,Storm,5.0,1
South Africa,Water,11.0,1
Tunisia,Water,23.0,1
Afghanistan,Flood,150.0,1
Peru,Road,10.0,1
Peru,Road,16.0,1
Egypt,Road,10.0,1
United States Of America,Storm,5.0,1
United Republic Of Tanzania,Explosion (Industrial),11.0,1
Viet Nam,Fire (Miscellaneous),14.0,1
India,Fire (Miscellaneous),27.0,1
Armenia,Flood,4.0,1
Türkiye,Road,10.0,1
Bangladesh,Storm,16.0,1
India,Storm,51.0,1
South Africa,Road,13.0,1
India,Road,21.0,1
Philippines,Volcanic activity,,1
Indonesia,Flood,6.0,1
Indonesia,Volcanic activity,,1
Philippines,Storm,6.0,1
Indonesia,Mass movement (wet),4.0,1
United States Of America,Storm,23.0,1
Ethiopia,Flood,5.0,1
Bangladesh,Fire (Miscellaneous),,1
Colombia,Storm,,1
United States Of America,Storm,2.0,1
Mexico,Extreme temperature,155.0,1
Belize,Wildfire,,1
Guatemala,Wildfire,,1
Iran (Islamic Republic Of),Flood,19.0,1
Viet Nam,Flood,3.0,1
Chile,Flood,1.0,1
Guatemala,Flood,18.0,1
Austria,Extreme temperature,1055.0,1
Belgium,Extreme temperature,249.0,1
Bulgaria,Extreme temperature,3414.0,1
Bosnia And Herzegovina,Extreme temperature,909.0,1
Switzerland,Extreme temperature,363.0,1
Cyprus,Extreme temperature,218.0,1
Czechia,Extreme temperature,544.0,1
Germany,Extreme temperature,6282.0,1
Denmark,Extreme temperature,174.0,1
Spain,Extreme temperature,6743.0,1
Estonia,Extreme temperature,85.0,1
Finland,Extreme temperature,152.0,1
France,Extreme temperature,2451.0,1
United Kingdom Of Great Britain And Northern Ireland,Extreme temperature,573.0,1
Greece,Extreme temperature,5980.0,1
Croatia,Extreme temperature,1255.0,1
Hungary,Extreme temperature,1443.0,1
Ireland,Extreme temperature,37.0,1
Italy,Extreme temperature,19038.0,1
Lithuania,Extreme temperature,329.0,1
Luxembourg,Extreme temperature,15.0,1
Latvia,Extreme temperature,71.0,1
Montenegro,Extreme temperature,135.0,1
Netherlands (Kingdom Of The),Extreme temperature,234.0,1
Norway,Extreme temperature,18.0,1
Poland,Extreme temperature,1780.0,1
Portugal,Extreme temperature,938.0,1
Romania,Extreme temperature,4943.0,1
Serbia,Extreme temperature,2515.0,1
Slovakia,Extreme temperature,522.0,1
Slovenia,Extreme temperature,280.0,1
Sweden,Extreme temperature,30.0,1
Kuwait,Fire (Miscellaneous),50.0,1
Malawi,Air,10.0,1
Yemen,Water,189.0,1
Côte D’Ivoire,Flood,26.0,1
Ecuador,Mass movement (wet),19.0,1
Democratic Republic Of The Congo,Flood,11.0,1
Niger,Flood,396.0,1
Iran (Islamic Republic Of),Earthquake,4.0,1
Viet Nam,Storm,7.0,1
Nicaragua,Storm,,1
El Salvador,Storm,19.0,1
Chile,Storm,1.0,1
Bangladesh,Flood,15.0,1
India,Flood,48.0,1
Guatemala,Storm,10.0,1
Honduras,Storm,1.0,1
Mexico,Storm,4.0,1
United States Of America,Wildfire,2.0,1
Saudi Arabia,Extreme temperature,1301.0,1
Republic Of Korea,Fire (Industrial),22.0,1
Italy,Water,94.0,1
Brazil,Road,10.0,1
Barbados,Storm,,1
Canada,Storm,1.0,1
Grenada,Storm,8.0,1
Jamaica,Storm,3.0,1
United States Of America,Storm,46.0,1
Saint Vincent And The Grenadines,Storm,8.0,1
Venezuela (Bolivarian Republic Of),Storm,9.0,1
China,Storm,5.0,1
Mauritania,Water,162.0,1
Nigeria,Road,14.0,1
Nepal,Flood,24.0,1
Uruguay,Fire (Miscellaneous),10.0,1
Guinea,Road,13.0,1
Myanmar,Flood,,1
India,Miscellaneous accident (General),121.0,1
Côte D’Ivoire,Poisoning,,1
Guinea,Fire (Miscellaneous),10.0,1
Pakistan,Extreme temperature,568.0,1
New Zealand,Storm,,1
Afghanistan,Mass movement (wet),12.0,1
Canada,Wildfire,,1
Republic Of Korea,Flood,4.0,1
Mexico,Storm,6.0,1
Peru,Earthquake,,1
United States Of America,Flood,4.0,1
Nepal,Mass movement (wet),62.0,1
Nepal,Mass movement (wet),25.0,1
Viet Nam,Mass movement (wet),11.0,1
India,Flood,125.0,1
Pakistan,Flood,368.0,1
China,Flood,6.0,1
Afghanistan,Flood,58.0,1
Kyrgyzstan,Flood,6.0,1
Afghanistan,Road,17.0,1
Nigeria,Collapse (Miscellaneous),21.0,1
South Africa,Road,13.0,1
Philippines,Road,11.0,1
India,Road,18.0,1
Liberia,Flood,2.0,1
Peru,Road,26.0,1
Ethiopia,Mass movement (wet),257.0,1
Burkina Faso,Flood,,1
Haiti,Water,40.0,1
China,Flood,46.0,1
Bolivia (Plurinational State Of),Road,22.0,1
China,Fire (Miscellaneous),16.0,1
Canada,Storm,,1
United States Of America,Storm,2.0,1
China,Storm,129.0,1
Philippines,Storm,53.0,1
Taiwan (Province Of China),Storm,12.0,1
Mauritania,Water,25.0,1
Canada,Wildfire,1.0,1
Nepal,Air,18.0,1
Morocco,Extreme temperature,21.0,1
Japan,Flood,6.0,1
Ethiopia,Water,19.0,1
China,Mass movement (wet),15.0,1
Mali,Road,16.0,1
Sudan,Flood,132.0,1
India,Mass movement (wet),378.0,1
Democratic People'S Republic Of Korea,Flood,,1
Russian Federation,Rail,,1
China,Flood,65.0,1
Senegal,Road,11.0,1
Bolivia (Plurinational State Of),Wildfire,2.0,1
India,Flood,46.0,1
Philippines,Fire (Miscellaneous),11.0,1
China,Flood,27.0,1
Chad,Flood,576.0,1
Canada,Storm,1.0,1
United States Of America,Storm,17.0,1
Ethiopia,Mass movement (wet),13.0,1
Yemen,Flood,62.0,1
Canada,Storm,,1
Philippines,Earthquake,,1
Uganda,Mass movement (wet),34.0,1
Greece,Wildfire,1.0,1
Nigeria,Water,20.0,1
Brazil,Air,62.0,1
Afghanistan,Epidemic,178.0,1
Nepal,Glacial lake outburst flood,,1
Panama,Epidemic,22.0,1
Guinea,Flood,5.0,1
Iran (Islamic Republic Of),Road,28.0,1
Democratic Republic Of The Congo,Water,20.0,1
Sudan,Epidemic,1508.0,1
Bolivia (Plurinational State Of),Road,14.0,1
Türkiye,Wildfire,,1
Bangladesh,Flood,71.0,1
India,Flood,26.0,1
India,Mass movement (wet),10.0,1
Thailand,Flood,22.0,1
Nepal,Road,27.0,1
India,Explosion (Industrial),17.0,1
Nigeria,Flood,321.0,1
Bosnia And Herzegovina,Water,12.0,1
Yemen,Water,27.0,1
Pakistan,Road,24.0,1
Pakistan,Road,12.0,1
Lao People'S Democratic Republic,Flood,,1
Indonesia,Flood,21.0,1
India,Flood,25.0,1
Cameroon,Flood,38.0,1
Yemen,Flood,40.0,1
Japan,Storm,9.0,1
Austria,Storm,5.0,1
Czechia,Storm,13.0,1
Italy,Storm,3.0,1
Poland,Storm,9.0,1
Romania,Storm,7.0,1
Slovakia,Storm,1.0,1
China,Storm,4.0,1
Lao People'S Democratic Republic,Storm,5.0,1
Myanmar,Storm,460.0,1
Philippines,Storm,33.0,1
Thailand,Storm,45.0,1
Viet Nam,Storm,345.0,1
Morocco,Flood,22.0,1
Nigeria,Flood,37.0,1
Iran (Islamic Republic Of),Explosion (Industrial),51.0,1
Portugal,Wildfire,9.0,1
Iran (Islamic Republic Of),Road,10.0,1
Sierra Leone,Collapse (Miscellaneous),15.0,1
Nigeria,Road,25.0,1
Mexico,Mass movement (wet),15.0,1
China,Storm,2.0,1
Philippines,Storm,12.0,1
Nigeria,Water,41.0,1
Haiti,Explosion (Miscellaneous),24.0,1
United States Of America,Wildfire,,1
Senegal,Water,39.0,1
United States Of America,Storm,,1
Algeria,Flood,5.0,1
South Sudan,Flood,,1
Senegal,Road,16.0,1
Kenya,Fire (Miscellaneous),38.0,1
Italy,Water,20.0,1
Lao People'S Democratic Republic,Water,20.0,1
France,Water,12.0,1
China,Road,11.0,1
China,Storm,,1
Japan,Storm,9.0,1
Republic Of Korea,Storm,1.0,1
Mexico,Storm,24.0,1
Indonesia,Earthquake,1.0,1
Nepal,Flood,268.0,1
Cuba,Storm,,1
Mexico,Storm,,1
United States Of America,Storm,219.0,1
Philippines,Storm,38.0,1
Viet Nam,Storm,3.0,1
Rwanda,Epidemic,13.0,1
Indonesia,Mass movement (wet),17.0,1
Peru,Wildfire,14.0,1
Mali,Flood,92.0,1
Afghanistan,Water,13.0,1
Iran (Islamic Republic Of),Road,11.0,1
Thailand,Road,23.0,1
Iran (Islamic Republic Of),Flood,15.0,1
Tunisia,Water,12.0,1
Guinea,Road,13.0,1
Canary Islands,Water,57.0,1
Philippines,Storm,4.0,1
Taiwan (Province Of China),Storm,3.0,1
Bosnia And Herzegovina,Flood,27.0,1
Bangladesh,Flood,10.0,1
India,Flood,15.0,1
Democratic Republic Of The Congo,Water,23.0,1
Nigeria,Water,36.0,1
Mexico,Storm,9.0,1
United States Of America,Storm,32.0,1
Cameroon,Road,15.0,1
Djibouti,Water,148.0,1
Sri Lanka,Storm,3.0,1
Australia,Storm,1.0,1
Nigeria,Road,170.0,1
Türkiye,Earthquake,,1
Egypt,Road,12.0,1
France,Flood,,1
United States Of America,Extreme temperature,1006.0,1
Sierra Leone,Flood,,1
China,Storm,8.0,1
Philippines,Storm,191.0,1
Viet Nam,Storm,6.0,1
Bangladesh,Storm,2.0,1
India,Storm,9.0,1
Cuba,Storm,10.0,1
South Africa,Flood,10.0,1
Senegal,Flood,,1
United States Of America,Flood,2.0,1
Mexico,Storm,3.0,1
Spain,Flood,232.0,1
India,Explosion (Miscellaneous),,1
Mexico,Road,19.0,1
Uganda,Road,24.0,1
Ethiopia,Water,14.0,1
Philippines,Storm,,1
Taiwan (Province Of China),Storm,3.0,1
Mexico,Explosion (Industrial),12.0,1
South Sudan,Epidemic,501.0,1
India,Road,36.0,1
Serbia,Collapse (Miscellaneous),16.0,1
Uganda,Storm,14.0,1
Indonesia,Volcanic activity,10.0,1
United States Of America,Storm,5.0,1
Algeria,Epidemic,68.0,1
Panama,Storm,7.0,1
Comoros,Water,25.0,1
Togo,Flood,,1
Cameroon,Mass movement (wet),12.0,1
Colombia,Storm,1.0,1
Costa Rica,Storm,,1
Cuba,Storm,,1
Jamaica,Storm,2.0,1
Philippines,Storm,1.0,1
United States Of America,Wildfire,,1
Republic Of Korea,Water,14.0,1
Philippines,Storm,,1
Côte D’Ivoire,Road,20.0,1
Peru,Road,11.0,1
Colombia,Volcanic activity,,1
Colombia,Storm,,1
Central African Republic,Flood,,1
Spain,Flood,,1
Pakistan,Road,24.0,1
Yemen,Flood,240.0,1
Yemen,Epidemic,680.0,1
Burundi,Epidemic,,1
Uganda,Epidemic,,1
Cuba,Earthquake,,1
Madagascar,Mass movement (dry),16.0,1
Spain,Fire (Miscellaneous),10.0,1
India,Fire (Miscellaneous),10.0,1
Philippines,Storm,15.0,1
Dominican Republic,Flood,,1
Haiti,Flood,,1
Belize,Storm,,1
Costa Rica,Storm,,1
Dominican Republic,Storm,2.0,1
Guatemala,Storm,,1
Honduras,Storm,2.0,1
Haiti,Storm,1.0,1
Nicaragua,Storm,2.0,1
El Salvador,Storm,,1
Indonesia,Flood,20.0,1
Democratic Republic Of The Congo,Mass movement (wet),11.0,1
France,Storm,,1
United Kingdom Of Great Britain And Northern Ireland,Storm,5.0,1
Ireland,Storm,,1
Netherlands (Kingdom Of The),Storm,1.0,1
Madagascar,Water,22.0,1
Philippines,Fire (Miscellaneous),,1
Peru,Road,11.0,1
Brazil,Road,17.0,1
Bolivia (Plurinational State Of),Flood,2.0,1
Syrian Arab Republic,Wildfire,,1
Costa Rica,Flood,8.0,1
United Republic Of Tanzania,Flood,9.0,1
India,Storm,20.0,1
Sri Lanka,Storm,17.0,1
Thailand,Flood,35.0,1
Uganda,Mass movement (wet),141.0,1
United Republic Of Tanzania,Collapse (Miscellaneous),29.0,1
Kenya,Flood,13.0,1
Brazil,Storm,,1
Philippines,Volcanic activity,,1
United States Of America,Wildfire,,1
Indonesia,Flood,12.0,1
Haiti,Flood,16.0,1
Malawi,Flood,11.0,1
Libya,Flood,5.0,1
Comoros,Storm,,1
Madagascar,Storm,,1
Mozambique,Storm,120.0,1
Malawi,Storm,13.0,1
Mayotte,Storm,35.0,1
Vanuatu,Earthquake,14.0,1
Georgia,Miscellaneous accident (General),12.0,1
Greece,Water,41.0,1
Tunisia,Water,15.0,1
Italy,Water,44.0,1
Ecuador,Road,18.0,1
China,Collapse (Industrial),13.0,1
Viet Nam,Explosion (Miscellaneous),12.0,1
India,Water,13.0,1
Tunisia,Water,20.0,1
Viet Nam,Miscellaneous accident (General),11.0,1
Brazil,Collapse (Miscellaneous),14.0,1
Bolivia (Plurinational State Of),Road,13.0,1
Iran (Islamic Republic Of),Road,10.0,1
Brazil,Road,41.0,1
Nigeria,Miscellaneous accident (General),22.0,1
Nigeria,Miscellaneous accident (General),10.0,1
Republic Of Korea,Air,179.0,1
Ethiopia,Road,71.0,1
Spain,Water,70.0,1
Türkiye,Explosion (Industrial),12.0,1
Haiti,Flood,14.0,1
Italy,Water,20.0,1
Botswana,Storm,,1
Tunisia,Water,27.0,1
Gabon,Flood,,1
Angola,Epidemic,759.0,1
Mozambique,Epidemic,42.0,1
Zambia,Epidemic,8.0,1
Zimbabwe,Epidemic,13.0,1
Japan,Extreme temperature,123.0,1
Republic Of Korea,Extreme temperature,22.0,1
United Republic Of Tanzania,Storm,5.0,1
Benin,Flood,,1
India,Miscellaneous accident (General),53.0,1
Colombia,Drought,,1
Zambia,Drought,,1
Marshall Islands,Drought,,1
Malawi,Drought,,1
Zimbabwe,Drought,,1
Brazil,Drought,,1
China,Drought,,1
Viet Nam,Drought,,1
Namibia,Drought,,1
Grenada,Drought,,1
Angola,Drought,,1
United States Of America,Drought,,1
United States Of America,Storm,12.0,1
Peru,Road,12.0,1
China,Earthquake,126.0,1
Nepal,Earthquake,,1
United States Of America,Wildfire,30.0,1
Colombia,Air,10.0,1
Madagascar,Storm,3.0,1
Mozambique,Storm,6.0,1
Yemen,Explosion (Miscellaneous),12.0,1
Brazil,Mass movement (wet),27.0,1
Ethiopia,Earthquake,2.0,1
Bolivia (Plurinational State Of),Storm,23.0,1
Argentina,Wildfire,1.0,1
Nigeria,Explosion (Industrial),98.0,1
India,Rail,11.0,1
Indonesia,Mass movement (wet),26.0,1
Türkiye,Fire (Miscellaneous),78.0,1
